Time FDP FPO FVV SHC YEL FBP FDD FDC FDO DAR FDF FDE FDS BOC POP FDB SHR FMM FMN FVD ARR PET FVS FVT FPL JAC FPS SAR ANC HER FVB SHD SHB DOG SHP SSK PIN CSL HSL REP WHB GRA WHT ORC WHS WDG FVO SB SP BC BD TCR BCR BFD SCR BFS BFF BG NUR PSP PWN BMD BMS BML DUN CEP MSQ HSQ ZG ZL ZM PTE ZS PL PS SG MA MB COC BB PB BO DC DL DR DIN RelFDP RelFPO RelFVV RelSHC RelYEL RelFBP RelFDD RelFDC RelFDO RelDAR RelFDF RelFDE RelFDS RelBOC RelPOP RelFDB RelSHR RelFMM RelFMN RelFVD RelARR RelPET RelFVS RelFVT RelFPL RelJAC RelFPS RelSAR RelANC RelHER RelFVB RelSHD RelSHB RelDOG RelSHP RelSSK RelPIN RelCSL RelHSL RelREP RelWHB RelGRA RelWHT RelORC RelWHS RelWDG RelFVO RelSB RelSP RelBC RelBD RelTCR RelBCR RelBFD RelSCR RelBFS RelBFF RelBG RelNUR RelPSP RelPWN RelBMD RelBMS RelBML RelDUN RelCEP RelMSQ RelHSQ RelZG RelZL RelZM RelPTE RelZS RelPL RelPS RelSG RelMA RelMB RelCOC RelBB RelPB RelBO RelDC RelDL RelDR RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
1.131500e+004 1405680.604199 14621.318908 502052.747945 4899.901607 2233.078899 12923185.546969 71390.056872 156147.836011 433231.259340 20303.830139 1477579.635548 6520810.812672 607917.458739 39515.351451 19794.807435 62922.152050 38405.139698 3140135.802328 83460.450435 37675.803909 3668.240608 2736.826255 224.669573 0.000000 206503.669295 167766.430207 1039914.732427 2869511.846168 2214322.300968 4894.067723 0.000000 22974.754327 71.204644 317430.007911 2591.771398 39336.104261 62022.778806 111992.615751 4672.364338 2046.404772 2138324.763832 1763456.508449 102751.997977 1063.270250 189682.885249 138.723167 877.901031 3137.450407 1611.459957 12679045.059431 896470.297849 3804.642523 163.640819 621721.134677 3095.403873 141634.317764 1633182.210264 789773.830698 138645.293960 84.322227 653732.190457 39266.055509 766851.787466 8776.693243 45564.298639 50848207.003486 55904.574632 41501031.170122 1307535.953632 3709665.272879 155619145.566270 701472.280417 11967111.299023 1152235.065101 26849416.116185 906159.125281 19337937.775666 6181835.789687 3795707.853664 11020587.812760 3181600.499910 266.205340 0.000000 15427379.865232 116223320.609360 2781748365.386846 1.509583 0.731294 4.614455 1.133692 0.752385 0.385824 0.445658 0.715463 1.212537 0.985617 10.066951 155.595923 1.375897 2.235925 0.649393 1.025860 0.649352 0.811742 0.308356 0.673881 0.035301 0.115363 0.002338 0.000000 0.978106 0.431276 2.684430 5.405140 11.354455 0.024464 0.000000 10.444811 0.001248 0.844256 0.053200 0.323673 1.103251 2.196556 0.790731 2.502676 3.099099 5.989319 3.178476 1.827445 3.015586 0.681663 0.603681 1.960807 2.210010 43.656190 0.953279 3.168138 30.824035 0.322356 1.857374 0.222762 1.649648 0.655901 6.301834 0.000652 7.696740 0.425348 113.682351 0.399685 0.494776 479.863471 0.133092 460.533180 1.849410 0.204778 7.995865 17.447274 0.378707 0.009215 0.944876 5.469648 23.711436 186.843391 0.282870 0.723583 0.997834 1.747836 0.000000 5.064610 38.154615 3.107850 0.103532 9.408178 55.698630 12.285159 -705539.734415 13.049093
1.168000e+004 1261832.736371 13096.824416 423621.607927 4371.111051 1985.072189 14562494.501204 60737.592035 138666.917596 390909.429773 18837.836962 1260241.135825 5445804.535807 584580.146492 38213.101058 17630.123412 56047.730276 34674.211121 2718909.655379 45535.036351 32032.502473 1806.047158 1536.244169 91.981709 0.000000 176231.898473 137473.896068 569722.531366 2055396.204642 1883620.326719 2250.952738 0.000000 21516.880016 127.850567 287923.014377 1677.350823 37239.224940 62093.781023 111912.422156 4651.345520 2068.778032 2190644.654670 1796405.463308 106569.392035 1046.884183 188266.406311 139.068138 813.100880 3119.869770 1581.868269 12580181.830347 872463.317673 3915.816798 164.867132 633087.019268 3226.011004 143926.355974 1646299.787442 790597.881306 139454.322796 75.673654 740532.682146 32613.566767 476500.190865 10162.072308 80320.193126 35701910.571556 41369.860012 37487279.218896 1405333.105383 3703427.451640 164617435.222938 712272.832298 11571860.241895 1021963.509909 26041636.712558 909685.111445 19355496.497240 6163022.345766 3675377.105473 10920607.172616 3243040.211344 266.802627 0.000000 15627335.345121 118187831.387503 2906655977.491882 1.355102 0.655045 3.893581 1.011346 0.668825 0.434766 0.379159 0.635366 1.094086 0.914453 8.586194 129.944728 1.323078 2.162239 0.578378 0.913782 0.586270 0.702853 0.168236 0.572943 0.017380 0.064756 0.000957 0.000000 0.834724 0.353403 1.470679 3.871636 9.658703 0.011252 0.000000 9.782030 0.002241 0.765777 0.034430 0.306419 1.104514 2.194984 0.787174 2.530038 3.174927 6.101225 3.296561 1.799283 2.993067 0.683358 0.559122 1.949820 2.169427 43.315786 0.927751 3.260713 31.055029 0.328249 1.935744 0.226367 1.662898 0.656585 6.338607 0.000585 8.718688 0.353285 70.639024 0.462774 0.872184 336.925208 0.098489 415.992939 1.987737 0.204434 8.458206 17.715910 0.366199 0.008173 0.916449 5.490931 23.732966 186.274762 0.273902 0.717019 1.017104 1.751757 0.000000 5.130252 38.799539 3.247401 0.109921 9.533298 55.739726 12.021703 -809359.696937 12.952815
1.204500e+004 1133934.995735 11707.486693 370895.674969 3902.932945 1764.472186 16376281.045819 50028.512239 122825.844054 352706.810767 17569.564496 1074298.846613 4553580.037133 568228.267050 37143.507699 15724.728417 50060.632050 30648.106553 2434839.426188 26936.974266 28906.140889 1258.921304 542.581523 18.672807 0.000000 158301.978541 114603.033163 359869.519520 1116361.532207 1692861.604180 1278.302195 0.000000 20669.407879 170.094185 262311.081981 1379.165141 34778.252623 62138.877862 111724.112743 4625.704805 2090.322191 2237352.201789 1826330.142944 109721.742058 1028.246297 184793.113584 139.634874 760.193072 3106.383199 1550.366400 12511434.752779 810718.216547 3956.575319 160.368113 643133.967632 3316.277305 147503.998005 1681580.511223 795794.839901 140427.718060 68.121681 848181.293438 33801.379627 497967.516222 8778.335920 35086.192338 27478875.500199 34085.831158 32698038.153374 1492156.378519 4145238.867388 175009191.909755 720873.877915 11249227.112619 908435.165040 24557000.472906 915355.127867 19383126.677242 6161177.182863 3563207.566325 10837248.894358 3245213.300980 267.706609 0.000000 16015709.863824 119624290.344197 2965647227.445716 1.217751 0.585557 3.408967 0.903023 0.594498 0.488917 0.312307 0.562783 0.987163 0.852887 7.319344 108.654968 1.286069 2.101717 0.515869 0.816170 0.518197 0.629419 0.099522 0.517024 0.012115 0.022871 0.000194 0.000000 0.749799 0.294609 0.928965 2.102828 8.680543 0.006390 0.000000 9.396752 0.002982 0.697658 0.028309 0.286170 1.105316 2.191290 0.782835 2.556385 3.242621 6.202860 3.394075 1.767250 2.937848 0.686143 0.522740 1.941391 2.126224 43.079078 0.862093 3.294653 30.207575 0.333458 1.989908 0.231994 1.698534 0.660901 6.382851 0.000527 9.986093 0.366152 73.821459 0.399760 0.380995 259.322980 0.081148 362.847165 2.110542 0.228822 8.992144 17.929838 0.355989 0.007265 0.864202 5.525155 23.766845 186.218993 0.265543 0.711546 1.017785 1.757692 0.000000 5.257751 39.271110 3.313307 0.120317 10.042181 55.780822 11.754524 -924961.045128 12.920085
1.241000e+004 1020289.724304 10465.745144 319206.654714 3489.030302 1568.388107 18275359.251717 41085.617236 108816.479829 318223.137194 16474.830406 915473.794857 3812662.225615 547545.903807 36181.155049 14046.585228 44797.639912 27208.359799 2141589.426512 17959.919344 26068.017692 876.193099 324.708229 3.786474 0.000000 140010.601669 96795.379164 256951.441312 803466.717584 1512400.732865 889.604675 0.000000 20080.483905 215.400558 239709.880666 1150.277019 31885.926657 62160.300961 111476.790756 4597.306756 2111.525003 2288612.561864 1856079.369456 112455.522189 1008.879371 180920.652434 139.858330 718.403466 3090.727812 1521.939515 12447499.606133 751304.184246 4025.464274 157.592920 644112.430747 3399.068226 148475.478914 1717345.838383 787876.105106 140453.796735 61.597890 972093.719562 28645.951264 611207.321047 8223.955794 51656.534101 22539152.574253 29102.441740 28534948.866152 1570034.511633 3993733.180729 177435377.764452 723637.621037 10968212.910527 809041.628545 24298082.287141 912845.366025 19289702.816931 6169835.406976 3457858.353806 10733451.220313 3256658.472464 277.232494 0.000000 16234795.046714 120221098.354310 3041128745.779633 1.095705 0.523450 2.933885 0.807258 0.528432 0.545615 0.256480 0.498592 0.890650 0.799745 6.237248 90.975604 1.239259 2.047264 0.460816 0.730365 0.460038 0.553613 0.066355 0.466261 0.008432 0.013687 0.000039 0.000000 0.663161 0.248831 0.663293 1.513446 7.755188 0.004447 0.000000 9.129014 0.003776 0.637547 0.023611 0.262370 1.105697 2.186439 0.778029 2.582316 3.316913 6.303899 3.478640 1.733964 2.876284 0.687241 0.494004 1.931607 2.087238 42.858938 0.798914 3.352017 29.684829 0.333965 2.039586 0.233522 1.734660 0.654325 6.384036 0.000476 11.444981 0.310306 90.608754 0.374514 0.560930 212.705946 0.069284 316.649740 2.220694 0.220459 9.116804 17.998579 0.347096 0.006470 0.855091 5.510006 23.652292 186.480684 0.257692 0.704731 1.021375 1.820237 0.000000 5.329674 39.467034 3.397638 0.132852 10.513843 55.753425 11.483769 -1045844.284921 12.806967
1.277500e+004 919235.186444 9359.671592 276443.263541 3121.151255 1394.091278 20114156.961083 33585.675515 96423.628066 287093.551294 15536.650494 783238.763203 3205150.570456 526655.613582 35287.365096 12561.801447 40060.389805 24356.030641 2042462.424331 13946.740472 23548.825508 720.577901 143.553729 0.765780 0.000000 124966.481543 82453.651619 193620.953179 420243.492701 1356249.881687 700.372973 0.000000 19555.231888 336.894728 219575.144081 1008.767726 28177.993112 62166.150475 111074.325417 4558.392252 2132.648680 2338215.179657 1885176.070434 114692.392846 989.297762 175684.098161 140.531237 681.722750 3074.454877 1494.826072 12394154.296960 716977.629714 4045.703370 154.089300 643849.570651 3469.525406 149303.635652 1758766.665047 823319.759739 140561.356397 56.168027 1118215.655767 27304.685119 609239.255799 8053.154974 63406.840954 19539847.776074 26121.221208 25413457.175207 1720457.235076 4166927.747115 185980957.588386 735680.365667 10832020.249635 721632.780668 24641732.306598 910085.314424 19052991.712536 6159202.550936 3358213.579834 10607328.011117 3296830.865909 270.269026 0.000000 16465643.397475 120354629.891936 3180589526.546508 0.987181 0.468129 2.540839 0.722142 0.469707 0.600512 0.209661 0.441809 0.803524 0.754202 5.336312 76.479502 1.191978 1.996690 0.412106 0.653130 0.411811 0.527988 0.051528 0.421202 0.006934 0.006051 0.000008 0.000000 0.591905 0.211963 0.499812 0.791589 6.954488 0.003501 0.000000 8.890224 0.005906 0.583995 0.020706 0.231860 1.105801 2.178546 0.771443 2.608149 3.388802 6.402721 3.547834 1.700309 2.793033 0.690548 0.468781 1.921437 2.050054 42.675261 0.762412 3.368870 29.024873 0.333829 2.081863 0.234824 1.776499 0.683761 6.388925 0.000434 13.165353 0.295777 90.316997 0.366735 0.688525 184.400980 0.062187 282.010830 2.433456 0.230020 9.555884 18.298110 0.342786 0.005771 0.867184 5.493346 23.362046 186.159311 0.250266 0.696450 1.033974 1.774517 0.000000 5.405458 39.510871 3.553447 0.144608 10.973848 55.753425 11.220480 -1162892.455974 12.680389
1.314000e+004 821017.819437 8398.132740 245651.805109 2796.215682 1239.200733 22163837.342277 27300.805530 85462.060943 258982.173701 14737.335020 674316.671793 2706448.827443 506881.328781 34325.154818 11250.124189 35682.203969 21859.616803 1968911.945068 12661.724622 21544.013787 606.586505 96.178041 0.155316 0.000000 121302.572249 73022.908894 150803.920781 351896.699780 1271543.920290 675.899762 0.000000 19057.106873 564.298528 202930.286229 883.901001 24696.934327 62162.965953 110713.190316 4523.740862 2142.673829 2413164.163631 1916763.910376 116579.015916 957.033685 170998.093459 140.148160 653.969469 3070.634584 1471.821134 12334643.867850 695882.379413 4049.901387 153.920290 648653.015083 3521.293538 151181.715635 1811322.073946 754421.461100 140612.711198 51.871968 1287774.856383 24510.552641 454993.287857 7771.112834 34470.035734 18417873.959244 25704.121811 22614842.382880 1713489.144080 5926772.339713 183891976.020051 736661.594125 10615764.481955 644467.623932 25044567.713967 907321.911080 19236657.956815 6132535.224709 3262825.669809 10516564.458384 3361314.725829 279.943536 0.000000 16961502.084526 121000214.007175 3244321902.823578 0.881704 0.420037 2.257829 0.646962 0.417520 0.661706 0.170427 0.391583 0.724845 0.715401 4.594211 64.579761 1.147223 1.942244 0.369074 0.581750 0.369601 0.508975 0.046781 0.385343 0.005837 0.004054 0.000002 0.000000 0.574551 0.187720 0.389284 0.662848 6.520138 0.003379 0.000000 8.663765 0.009893 0.539725 0.018143 0.203216 1.105745 2.171463 0.765579 2.620410 3.497427 6.510005 3.606194 1.644856 2.718535 0.688665 0.449696 1.919049 2.018504 42.470356 0.739980 3.372366 28.993038 0.336319 2.112926 0.237778 1.829584 0.626541 6.391259 0.000401 15.161664 0.265510 67.450722 0.353891 0.374305 173.812715 0.061194 250.954855 2.423600 0.327165 9.448550 18.322516 0.335942 0.005154 0.881361 5.476666 23.587251 185.353302 0.243157 0.690490 1.054198 1.838037 0.000000 5.568242 39.722808 3.624651 0.161510 11.553324 55.739726 10.950935 -1292078.311364 12.638210
1.350500e+004 734789.410357 7607.428771 219958.572759 2498.218193 1099.984660 24615823.699669 20546.354814 75774.243627 233011.304559 14050.158798 585800.285205 2301538.769636 482924.964724 33204.371232 10117.753053 33185.895678 17705.060237 1955996.184617 12979.302590 19726.429536 607.716581 57.913430 0.031432 0.000000 126902.693248 71396.172888 123378.578776 296550.957630 1217978.842175 914.832240 0.000000 18583.392540 721.053174 190122.008854 778.231444 21918.585144 62159.269351 110419.272395 4491.993167 2150.533285 2569113.593030 1960501.654285 118443.905511 950.373831 166849.280461 139.591489 678.105213 3065.646520 1451.708529 12271128.467602 683174.266553 4041.299835 150.241211 667852.082245 3629.281481 160998.363510 1886215.040098 763104.637980 140555.611514 48.643807 1492897.540039 23066.972196 682326.695105 7519.359312 81064.153201 19956613.067172 29725.091555 20510092.806775 1470824.905646 9819820.994132 158693096.966506 727700.224999 10425636.247485 576089.078904 28245944.224038 905041.488310 18878967.443800 6046108.721548 3170336.394559 10585134.580016 3907661.983261 275.343861 0.000000 18448365.102665 123849455.102528 3322449545.758428 0.789102 0.380490 2.021678 0.578014 0.370615 0.734910 0.128262 0.347194 0.652157 0.682043 3.991137 54.918025 1.093002 1.878826 0.331926 0.541051 0.299356 0.505636 0.047954 0.352833 0.005848 0.002441 0.000000 0.000000 0.601076 0.183538 0.318489 0.558597 6.245471 0.004573 0.000000 8.448405 0.012641 0.505660 0.015974 0.180355 1.105679 2.165698 0.760206 2.630021 3.723446 6.658553 3.663881 1.633410 2.652577 0.685930 0.466293 1.915932 1.990921 42.251661 0.726467 3.365203 28.300032 0.346274 2.177724 0.253217 1.905232 0.633752 6.388664 0.000376 17.576683 0.249872 101.151884 0.342427 0.880263 188.334067 0.070767 227.598640 2.080370 0.542066 8.153807 18.099625 0.329926 0.004607 0.994023 5.462901 23.148664 182.741097 0.236265 0.694993 1.225547 1.807837 0.000000 6.056360 40.658177 3.711937 0.180986 11.492703 55.739726 10.687899 -1442283.800054 12.455169
1.387000e+004 658930.724390 6996.156763 197195.852661 2234.566950 976.436847 26782169.309325 15233.727586 67190.940870 209782.965606 13457.817893 514276.644563 1979194.861495 460515.087787 32084.004208 9106.732344 29807.642538 14516.106905 2065688.918280 14260.832844 17952.713138 634.240074 39.032930 0.006364 0.000000 130258.958713 69448.162705 105585.987610 275149.487159 1182391.110731 1082.879904 0.000000 18136.153189 757.324797 177823.098490 680.398822 19080.008137 62137.650508 110179.732968 4461.673997 2158.895562 2736011.335567 1996160.013168 120385.074085 944.839462 163365.578026 139.483848 690.911341 3059.822722 1433.858029 12212758.840267 675910.309991 4085.959524 153.536770 709419.024993 3865.231609 195108.623260 2034762.807314 745424.246701 140469.224561 46.376654 1754305.501820 32985.558949 453949.228618 7279.363920 43856.365085 22115498.299107 35174.339531 19209303.420662 1414049.037705 8022334.494805 156437559.024100 731892.105933 10271638.146036 515373.489913 28128759.052527 902969.383168 18834376.159279 5826168.459120 3079851.310165 10791316.017588 4298653.173240 281.581932 0.000000 20190542.843840 127391460.308138 3448102327.552012 0.707636 0.349917 1.812462 0.517013 0.328988 0.799587 0.095098 0.307866 0.587145 0.653289 3.503837 47.226436 1.042282 1.815432 0.298758 0.485973 0.245438 0.533992 0.052689 0.321108 0.006104 0.001645 0.000000 0.000000 0.616973 0.178530 0.272559 0.518284 6.062987 0.005413 0.000000 8.245080 0.013277 0.472949 0.013966 0.156998 1.105294 2.161000 0.755075 2.640248 3.965333 6.779662 3.723928 1.623898 2.597193 0.685401 0.475099 1.912292 1.966440 42.050684 0.718743 3.402391 28.920796 0.367826 2.319304 0.306866 2.055278 0.619069 6.384737 0.000359 20.654380 0.357315 67.295945 0.331497 0.476229 208.707847 0.083740 213.163898 2.000065 0.442843 8.037915 18.203887 0.325052 0.004122 0.989899 5.450394 23.093988 176.093495 0.229521 0.708530 1.348172 1.848794 0.000000 6.628294 41.820971 3.852320 0.199699 11.627002 55.808219 10.419416 -1573086.593480 12.340225
1.423500e+004 592602.103390 6488.248818 178564.200825 2001.621202 866.799674 29511082.830859 11143.635564 59593.391869 188815.411597 12960.974840 458512.543102 1720651.528822 439931.596618 31218.156089 8203.073172 26717.430454 12314.632006 2048721.570702 16086.169300 16417.799448 640.184033 22.176427 0.001281 0.000000 133408.244647 65948.442776 99284.428579 314509.530201 1176268.477933 1180.120543 0.000000 17709.782394 1011.219154 165804.854914 591.339508 16016.527982 62126.958356 109919.581679 4433.975477 2168.601931 2911171.923354 2027603.103044 122419.110055 938.472871 160393.536393 139.253593 660.430429 3056.232286 1418.317295 12155613.144902 671137.607958 4175.528612 151.272937 741223.829847 4041.484584 218776.180615 2245698.872459 783637.768615 140354.895343 44.940758 2059952.852857 37241.054562 516874.150240 7102.166098 31894.772918 25003140.417428 41425.332896 18563088.266225 1391449.693612 8219409.376543 160111139.635587 739397.771667 10222687.244182 461485.652514 27258210.939977 900194.544882 18785281.292330 5599947.092727 2991719.921681 10835005.840073 4196739.412854 279.798041 0.000000 20903997.552222 131850157.437250 3673196645.951184 0.636405 0.324514 1.641215 0.463116 0.292048 0.881059 0.069565 0.273054 0.528461 0.629170 3.123908 41.057220 0.995696 1.766439 0.269112 0.435591 0.208215 0.529606 0.059433 0.293654 0.006161 0.000935 0.000000 0.000000 0.631889 0.169533 0.256292 0.592424 6.031591 0.005899 0.000000 8.051243 0.017728 0.440984 0.012138 0.131790 1.105104 2.155897 0.750387 2.652119 4.219195 6.886454 3.786848 1.612956 2.549943 0.684269 0.454139 1.910048 1.945127 41.853921 0.713668 3.476976 28.494372 0.384316 2.425063 0.344090 2.268340 0.650805 6.379541 0.000348 24.252930 0.403413 76.624283 0.323428 0.346340 235.959033 0.098621 205.992907 1.968100 0.453722 8.226668 18.390571 0.323503 0.003691 0.959263 5.433645 23.033790 169.256049 0.222954 0.711398 1.316209 1.837082 0.000000 6.862512 43.284704 4.103802 0.226338 12.259518 55.767123 10.157663 -1740151.723282 12.216327
1.460000e+004 534366.188705 6016.593303 165352.152679 1794.870660 769.507545 32773718.684956 8092.797608 52869.495639 169899.648471 12550.198677 415340.323072 1516594.838658 420649.472480 30551.056111 7396.745398 24008.662621 10828.494464 1939631.035263 18093.740975 15108.699918 632.084121 12.946717 3.321808 0.000000 137211.707647 61352.037012 97405.980438 403393.734922 1184393.169486 1216.328783 0.000000 17294.839404 1814.075099 155510.213187 513.375481 13779.937276 62092.228783 109709.425867 4407.012385 2179.958399 3098336.966410 2059717.727280 124518.483738 931.338395 158534.343446 139.409246 645.524231 3052.809706 1405.311269 12102534.282589 667070.640384 4301.701211 154.184061 760592.503844 4200.580405 229075.606730 2486949.887272 815339.521879 140200.314120 44.202814 2385213.850438 28478.569076 690244.809270 11383.444619 75024.144075 28761446.993961 49937.821286 18170512.347074 1376830.911191 7727708.788558 160596582.116003 740651.172819 10219594.611202 413713.153160 26896270.750108 898035.858147 18307457.956366 5370290.736278 2906871.071137 10754486.225477 3709069.226922 278.960041 0.000000 20193225.731164 136964149.430020 3832358065.048843 0.573864 0.300923 1.519781 0.415280 0.259268 0.978466 0.050520 0.242246 0.475519 0.609230 2.829770 36.188134 0.952054 1.728692 0.242659 0.391429 0.183088 0.501405 0.066850 0.270239 0.006083 0.000546 0.000035 0.000000 0.649904 0.157717 0.251443 0.759850 6.073253 0.006080 0.000000 7.862601 0.031803 0.413604 0.010538 0.113387 1.104487 2.151775 0.745824 2.666007 4.490456 6.995526 3.851789 1.600694 2.520385 0.685034 0.443889 1.907909 1.927290 41.671161 0.709343 3.582040 29.042723 0.394359 2.520527 0.360289 2.512024 0.677133 6.372514 0.000342 28.082402 0.308493 102.325709 0.518395 0.814675 271.426833 0.118887 201.636528 1.947423 0.426579 8.251610 18.421746 0.323405 0.003309 0.946525 5.420615 22.447901 162.314782 0.216630 0.706112 1.163263 1.831580 0.000000 6.629175 44.963562 4.281622 0.259564 13.242747 55.712329 9.898727 -1941347.353236 11.944907
1.496500e+004 474872.328166 5583.151531 153165.114647 1610.853444 683.150076 35834440.486328 7028.173253 46720.199705 152833.462413 12226.975991 381327.122708 1358547.322948 402651.679721 29736.331990 6671.710879 20951.135766 10488.710000 1851035.513529 20126.787139 13970.332152 632.663420 4.513095 3.275288 0.000000 138397.150430 55359.779626 92911.448095 487773.455556 1180310.926653 1336.862174 0.000000 16904.169455 3066.345153 146078.394603 446.662026 12473.651932 62049.870577 109555.254698 4379.237500 2183.839244 3280194.871060 2084189.219709 126854.222023 929.125884 157533.297495 137.833586 628.813951 3046.661589 1394.366076 12044306.498157 663089.812904 4442.000639 161.674093 760145.045442 4336.456337 216259.332793 2685511.865119 791718.797781 140048.169217 44.077986 2723340.459201 23268.118436 445123.857585 11647.162352 39433.653928 32399645.601453 64124.880881 18518418.058175 1482619.716851 7845221.181055 165521449.678792 764617.796748 10492015.304994 371068.031187 26817010.474252 896492.082610 18461735.323688 5154855.938507 2823854.344572 10611544.726901 3574540.289264 277.966827 0.000000 19052631.393176 140832759.520947 3989591960.447813 0.509973 0.279245 1.407768 0.372704 0.230172 1.069845 0.043874 0.214070 0.427754 0.593539 2.598034 32.416893 0.911320 1.682592 0.218874 0.341580 0.177343 0.478503 0.074361 0.249878 0.006088 0.000190 0.000034 0.000000 0.655519 0.142313 0.239841 0.918792 6.052320 0.006682 0.000000 7.684994 0.053758 0.388519 0.009168 0.102638 1.103733 2.148751 0.741124 2.670753 4.754025 7.078640 3.924042 1.596891 2.504471 0.677292 0.432398 1.904067 1.912280 41.470673 0.705110 3.698868 30.453575 0.394127 2.602059 0.340132 2.712588 0.657516 6.365599 0.000341 32.063348 0.252051 65.987623 0.530404 0.428204 305.761153 0.152662 205.497206 2.097053 0.433066 8.504655 19.017853 0.332026 0.002968 0.943736 5.411297 22.637070 155.803356 0.210444 0.696727 1.121071 1.825058 0.000000 6.254733 46.233576 4.457288 0.294087 14.510004 55.753425 9.641395 -2129681.065645 11.867752
1.533000e+004 423599.341290 5203.656983 145999.845115 1447.931715 606.501628 38371040.123236 6096.211836 41303.567088 137437.578165 11980.189828 355579.447329 1236376.153489 386777.989508 29065.657999 6026.863249 18145.055684 10203.948047 1834566.682182 22104.119457 13006.839478 625.170364 2.594114 3.046321 0.000000 139050.695413 48369.002430 84717.016938 645081.603549 1183626.306733 1493.169513 0.000000 16532.957034 4205.701773 137658.828712 390.228111 12010.185954 62040.341406 109415.260971 4354.533443 2187.752364 3455035.149244 2106224.763467 129417.023305 927.109955 156879.595780 138.026017 612.634652 3048.914689 1385.947315 11989808.498711 659079.346822 4568.562975 172.683038 764704.853371 4455.138236 198368.295470 2849413.313652 817022.822740 139897.421534 44.810136 3098719.784828 21637.194711 414638.748031 10061.791378 47271.822392 35922215.842461 77314.539827 18977496.983257 1505443.228554 7250278.064789 167139748.872611 761644.497391 10223097.751906 333078.679034 25590696.491126 894674.306040 18279024.474991 4960510.427445 2745153.346455 10483612.500637 3493045.488293 276.794105 0.000000 18737335.499913 145370693.318316 4153158986.691032 0.454910 0.260264 1.341910 0.335009 0.204347 1.145575 0.038056 0.189251 0.384663 0.581559 2.422611 29.501713 0.875393 1.644642 0.197719 0.295830 0.172528 0.474246 0.081667 0.232644 0.006016 0.000109 0.000032 0.000000 0.658615 0.124342 0.218688 1.215104 6.069320 0.007464 0.000000 7.516233 0.073732 0.366126 0.008010 0.098825 1.103564 2.146006 0.736943 2.675539 5.007423 7.153480 4.003318 1.593426 2.494078 0.678237 0.421273 1.905475 1.900734 41.283027 0.700845 3.804257 32.527264 0.396491 2.673273 0.311993 2.878141 0.678531 6.358747 0.000347 36.482890 0.234384 61.468342 0.458207 0.513317 339.004268 0.184063 210.591563 2.129335 0.400224 8.587805 18.943900 0.323516 0.002664 0.900580 5.400324 22.413037 149.929345 0.204579 0.688327 1.095512 1.817359 0.000000 6.151225 47.723321 4.640030 0.325076 16.319019 55.808219 9.386071 -2284186.080055 11.687627
1.569500e+004 379079.942567 4867.330043 137931.418363 1298.185489 538.480203 40308284.962352 5385.858148 36531.246613 123553.690552 11791.580056 337109.569482 1141584.697562 368846.058004 28490.765468 5451.857480 15647.215132 10233.637202 1773228.918365 23975.620453 12163.443539 606.913803 0.912359 2.757021 0.000000 136739.580391 41107.401744 74710.726027 841846.720228 1173861.598171 1559.443533 0.000000 16178.791057 4938.483545 129063.269296 343.620398 12195.636238 62026.298098 109338.451934 4331.691852 2193.715568 3621672.178970 2126784.488021 131893.018329 925.120530 157125.612772 137.763089 595.868216 3048.279095 1379.876729 11935235.679456 654854.418958 4720.379216 187.174821 775819.011436 4568.629807 184548.189447 2987138.072419 769450.805660 139768.315913 46.354852 3489312.358728 20003.671912 792007.373526 8899.063539 39687.077137 38889769.206774 86546.442383 19692926.643358 1519826.225552 6570592.490209 165218535.994162 752413.325309 9939496.983996 299462.863577 24908024.576062 893009.990869 18297808.893389 4796178.386444 2670876.046133 10354227.097253 3419547.331057 275.753624 0.000000 18745613.038078 150557673.259217 4301993818.413318 0.407100 0.243442 1.267752 0.300362 0.181429 1.203412 0.033622 0.167385 0.345805 0.572404 2.296773 27.239853 0.834808 1.612113 0.178855 0.255107 0.173030 0.458389 0.088581 0.217559 0.005841 0.000038 0.000029 0.000000 0.647668 0.105675 0.192858 1.585740 6.019249 0.007795 0.000000 7.355222 0.086579 0.343264 0.007053 0.100351 1.103314 2.144499 0.733077 2.682832 5.248932 7.223308 4.079909 1.590007 2.497989 0.676945 0.409744 1.905078 1.892409 41.095123 0.696352 3.930675 35.256993 0.402254 2.741373 0.290256 3.017255 0.639023 6.352879 0.000358 41.081546 0.216689 117.411554 0.405258 0.430956 367.009591 0.206041 218.530621 2.149679 0.362705 8.489091 18.714299 0.314542 0.002395 0.876556 5.390278 22.436070 144.962478 0.199043 0.679832 1.072461 1.810527 0.000000 6.153943 49.426140 4.806313 0.354362 18.571395 55.671233 9.130054 -2400018.281204 11.561222
